SER,SITE_ID,xingTYPE,xingTYPE,LOC,SiteID,TRANSECT,COND,TURBID,FINES,GRAVEL,COBBLE,BOULDER,sumROCK,meanROCK,WET_W,BANK_W,DEP_L,DEP_M,DEP_R,mean_DEPTH,VELO,TEMP,DO,pH,POOL,RIFF,RUN
101,UA_460,culvert,culvert,up,101culvertU,T0,214.3,4.55,40,15,15,30,60,20,4.81,6.12,0.14,0.27,0.23,0.213,0.113,19.7,7.6,8.35,NA,NA,NA
101,UA_460,culvert,culvert,up,101culvertU,T1,NA,NA,35,25,40,0,65,21.66666667,2.73,6.19,0.39,0.24,0.13,0.253,NA,NA,NA,NA,55,15,30
101,UA_460,culvert,culvert,up,101culvertU,T2,208.4,3.74,40,10,45,5,60,20,3.83,8.4,0.16,0.36,0.42,0.313,0.184,19.8,7.5,8.33,35,15,30
101,UA_460,culvert,culvert,up,101culvertU,T3,NA,NA,80,15,5,0,20,6.666666667,3.7,6.34,0.16,0.24,0.18,0.193,NA,NA,NA,NA,25,15,40
101,UA_460,culvert,culvert,up,101culvertU,T4,211.9,3.77,30,15,55,0,70,23.33333333,4.02,5.34,0.03,0.19,0.24,0.153,0.166,19.5,7.56,8.33,80,10,10
101,UA_460,culvert,culvert,up,101culvertU,T5,NA,NA,35,15,45,5,65,21.66666667,4.2,10.2,0.23,0.16,0.23,0.207,NA,NA,NA,NA,60,10,30
101,UA_460,culvert,culvert,up,101culvertU,T6,201.9,5.69,80,0,5,15,20,6.666666667,3.3,5.91,0.3,0.29,0.41,0.333,0.193,19.9,7.34,8.31,70,5,25
102,UA_327,culvert,culvert,up,102culvertU,T0,148.2,4.61,100,0,0,0,0,0,5,5.87,0.48,0.72,0.54,0.61,0.089,18.5,7.4,7.91,NA,NA,NA
102,UA_327,culvert,culvert,up,102culvertU,T1,NA,NA,100,0,0,0,0,0,4.2,4.2,0.35,0.31,0.42,0.42,NA,NA,NA,NA,80,10,10
102,UA_327,culvert,culvert,up,102culvertU,T2,145.3,4.34,90,10,0,0,10,3.333333333,4.2,6.34,0.71,0.74,0.31,0.587,0.076,18.9,7.13,7.9,80,10,10
102,UA_327,culvert,culvert,up,102culvertU,T3,NA,NA,85,5,10,0,15,5,3.2,4.8,0.28,0.3,0.21,0.31,NA,NA,NA,NA,50,10,40
102,UA_327,culvert,culvert,up,102culvertU,T4,142.8,4.18,25,65,10,0,75,25,4.2,5.13,0.07,0.11,0.17,0.19,0.102,18.9,7.23,7.95,50,15,35
102,UA_327,culvert,culvert,up,102culvertU,T5,NA,NA,20,30,35,15,80,26.66666667,3.56,4.58,0.1,0.23,0.14,0.157,NA,NA,NA,NA,60,20,20
102,UA_327,culvert,culvert,up,102culvertU,T6,142.3,4.19,10,55,30,5,90,30,4.3,5.63,0.25,0.19,0.2,0.213,0.096,19.2,7.2,7.95,55,15,30
103,UA_263,culvert,culvert,up,103culvertU,T0,270.1,11.2,100,0,0,0,0,0,2.22,3.08,0.3,0.24,0.11,0.25,0.123,18.7,7.8,7.89,NA,NA,NA
103,UA_263,culvert,culvert,up,103culvertU,T1,NA,NA,100,0,0,0,0,0,3.2,4.4,0.54,0.73,0.16,0.54,NA,NA,NA,NA,85,0,15
103,UA_263,culvert,culvert,up,103culvertU,T2,273.1,11.31,95,0,10,0,10,3.333333333,2.17,3.16,0.15,0.1,0.06,0.16,0.215,20,7.24,7.93,65,15,20
103,UA_263,culvert,culvert,up,103culvertU,T3,NA,NA,85,5,10,0,15,5,2.9,3.1,0.09,0.44,0.47,0.38,NA,NA,NA,NA,80,10,10
103,UA_263,culvert,culvert,up,103culvertU,T4,275.8,11.8,100,0,0,0,0,0,2.35,2.5,0.65,0.78,0.44,0.623,0.094,19.8,7.33,7.87,80,5,15
103,UA_263,culvert,culvert,up,103culvertU,T5,NA,NA,90,0,10,0,10,3.333333333,3.4,5.3,0.52,0.44,0.23,0.46,NA,NA,NA,NA,85,0,15
103,UA_263,culvert,culvert,up,103culvertU,T6,274.6,11.09,80,15,5,0,20,6.666666667,3.3,4.6,0.24,0.23,0.13,0.26,0.066,19.9,7.35,7.93,50,30,20
104,UA_256,culvert,culvert,up,104culvertU,T0,172,1.21,45,55,0,0,55,18.33333333,2.12,2.53,0,0.16,0.34,0.167,0.121,18.3,7.3,7.66,NA,NA,NA
104,UA_256,culvert,culvert,up,104culvertU,T1,NA,NA,90,10,0,0,10,3.333333333,1.22,1.22,0.33,0.39,0.35,0.41,NA,NA,NA,NA,80,0,20
104,UA_256,culvert,culvert,up,104culvertU,T2,170.6,1.1,95,5,0,0,5,1.666666667,1.5,1.54,0.19,0.25,0.03,0.24,0.093,18.6,7.22,7.82,90,0,10
104,UA_256,culvert,culvert,up,104culvertU,T3,NA,NA,100,0,0,0,0,0,1.73,1.73,0.28,0.33,0.21,0.31,NA,NA,NA,NA,80,5,15
104,UA_256,culvert,culvert,up,104culvertU,T4,171.8,1.23,75,25,0,0,25,8.333333333,1.42,2.61,0.16,0.31,0.09,0.21,0.1,18.7,7.18,7.76,80,0,20
104,UA_256,culvert,culvert,up,104culvertU,T5,NA,NA,95,5,0,0,5,1.666666667,1.73,1.92,0.12,0.18,0.13,0.19,NA,NA,NA,NA,80,5,15
104,UA_256,culvert,culvert,up,104culvertU,T6,170.1,1.08,35,45,20,0,65,21.66666667,1.68,1.97,0.09,0.12,0.13,0.18,0.081,18.8,7.04,7.69,100,0,0
106,UA_139,culvert,culvert,up,106culvertU,T0,215,1.94,25,10,25,40,75,25,1.43,2.11,0.08,0.24,0.2,0.21,0.101,10.4,10.73,8.42,NA,NA,NA
106,UA_139,culvert,culvert,up,106culvertU,T1,NA,NA,85,15,0,0,15,5,1.47,2.56,0.06,0.2,0.16,0.19,NA,NA,NA,NA,50,20,30
106,UA_139,culvert,culvert,up,106culvertU,T2,218.3,1.66,40,45,15,0,60,20,2.01,3.78,0.02,0.13,0,0.13,0.067,10.3,10.71,8.44,50,10,40
106,UA_139,culvert,culvert,up,106culvertU,T3,NA,NA,50,30,20,0,50,16.66666667,2.35,3.58,0.03,0.17,0.17,0.18,NA,NA,NA,NA,55,30,15
106,UA_139,culvert,culvert,up,106culvertU,T4,217.3,1.58,75,25,0,0,25,8.333333333,2.53,4.25,0,0.29,0.3,0.21,0.055,9.5,10.51,8.44,40,35,25
106,UA_139,culvert,culvert,up,106culvertU,T5,NA,NA,65,15,20,0,35,11.66666667,2.25,3.45,0.11,0.24,0.11,0.19,NA,NA,NA,NA,55,25,20
106,UA_139,culvert,culvert,up,106culvertU,T6,215.4,1.33,25,40,35,0,75,25,1.62,3.05,0.01,0.12,0.06,0.1,0.06,9.5,10.72,8.4,40,35,25
108,UA_448,culvert,culvert,up,108culvertU,T0,270.9,4.13,55,20,15,10,45,15,3.02,3.02,0.19,0.14,0.09,0.14,0.134,12.8,10.14,8.48,NA,NA,NA
108,UA_448,culvert,culvert,up,108culvertU,T1,NA,NA,50,25,25,0,50,16.66666667,2.9,3.16,0.23,0.54,0.22,0.33,NA,NA,NA,NA,60,20,20
108,UA_448,culvert,culvert,up,108culvertU,T2,268.4,3.54,30,45,25,0,70,23.33333333,1.98,5.2,0,0.06,0.2,0.19,0.128,12.5,10.3,8.48,40,40,20
108,UA_448,culvert,culvert,up,108culvertU,T3,NA,NA,45,10,30,15,55,18.33333333,2.3,4.1,0.28,0.16,0.06,0.18,NA,NA,NA,NA,60,20,20
108,UA_448,culvert,culvert,up,108culvertU,T4,270.6,3.99,70,30,0,0,30,10,2.4,6.4,0.23,0.5,0.43,0.52,0.201,12.5,9.78,8.48,40,25,35
108,UA_448,culvert,culvert,up,108culvertU,T5,NA,NA,50,50,0,0,50,16.66666667,4.2,4.5,0.44,0.2,0.24,0.39,NA,NA,NA,NA,55,25,20
108,UA_448,culvert,culvert,up,108culvertU,T6,270.3,3.5,30,20,40,10,70,23.33333333,3.1,4.31,0.21,0.42,0.06,0.31,0.143,12.3,9.95,8.48,40,30,30
109,UA_379,culvert,culvert,up,109culvertU,T0,199.1,1.71,90,10,0,0,10,3.333333333,3.1,3.39,0.3,0.7,0.19,0.397,0.103,16.2,8.92,7.94,NA,NA,NA
109,UA_379,culvert,culvert,up,109culvertU,T1,NA,NA,85,5,10,0,15,5,3.83,3.83,0.21,0.44,0.11,0.253,NA,NA,NA,NA,60,25,15
109,UA_379,culvert,culvert,up,109culvertU,T2,199.8,1.7,55,45,0,0,45,15,1.81,5.81,0.34,0.37,0.4,0.37,0.123,16.3,8.47,7.92,65,10,25
109,UA_379,culvert,culvert,up,109culvertU,T3,NA,NA,75,25,0,0,25,8.333333333,3.05,6.27,0.12,0.39,0.2,0.237,NA,NA,NA,NA,40,25,35
109,UA_379,culvert,culvert,up,109culvertU,T4,194.1,1.64,75,15,10,0,25,8.333333333,2.15,3.77,0.14,0.09,0,0.16,0.111,16.3,8.14,7.89,55,25,20
109,UA_379,culvert,culvert,up,109culvertU,T5,NA,NA,75,15,10,0,25,8.333333333,2.4,5.31,0.12,0.14,0,0.34,NA,NA,NA,NA,50,30,20
109,UA_379,culvert,culvert,up,109culvertU,T6,184.3,1.55,40,15,20,25,60,20,2.2,4.35,0,0.19,0,0.11,0.214,16.1,8.61,7.79,30,35,35
110,UA_271,culvert,culvert,up,110culvertU,T0,155.4,3.33,30,10,50,10,70,23.33333333,2.1,3.11,0.06,0.1,0.07,0.077,0.102,12.7,9.74,8.25,NA,NA,NA
110,UA_271,culvert,culvert,up,110culvertU,T1,NA,NA,20,40,40,0,80,26.66666667,2.56,4.56,0,0.17,0.08,0.083,NA,NA,NA,NA,40,20,40
110,UA_271,culvert,culvert,up,110culvertU,T2,154.1,3.41,35,50,15,0,65,21.66666667,1.67,4.31,0,0.17,0,0.16,0.261,12.6,9.61,8.21,60,10,30
110,UA_271,culvert,culvert,up,110culvertU,T3,NA,NA,30,35,35,0,70,23.33333333,2.5,7.73,0.16,0.07,0,0.101,NA,NA,NA,NA,15,60,25
110,UA_271,culvert,culvert,up,110culvertU,T4,155.8,3.81,25,60,15,0,75,25,1.82,6.38,0.2,0,0,0.99,0.259,12.9,9.78,8.18,25,45,30
110,UA_271,culvert,culvert,up,110culvertU,T5,NA,NA,35,50,15,0,65,21.66666667,4.1,4.21,0.1,0.1,0.06,0.13,NA,NA,NA,NA,30,55,15
110,UA_271,culvert,culvert,up,110culvertU,T6,155.9,3.43,20,50,30,0,80,26.66666667,3.6,9.5,0.02,0.14,0,0.16,0.248,12.4,9.85,8.17,30,60,10
111,UA_443,culvert,culvert,up,111culvertU,T0,301.4,4.94,80,0,0,20,20,6.666666667,1.03,1.03,0.2,0.23,0.28,0.237,0.07,21.1,8.11,7.85,NA,NA,NA
111,UA_443,culvert,culvert,up,111culvertU,T1,NA,NA,75,20,0,5,25,8.333333333,1.67,1.67,0.1,0.29,0.14,0.177,NA,NA,NA,NA,85,10,5
111,UA_443,culvert,culvert,up,111culvertU,T2,300.13,4.87,100,0,0,0,0,0,1.87,2.44,0.1,0.26,0.15,0.17,0.064,21.8,7.51,7.86,90,0,10
111,UA_443,culvert,culvert,up,111culvertU,T3,NA,NA,90,10,0,0,10,3.333333333,2,2.21,0.11,0.31,0.11,0.177,NA,NA,NA,NA,95,0,5
111,UA_443,culvert,culvert,up,111culvertU,T4,302.4,4.93,95,5,0,0,5,1.666666667,2.25,2.25,0.14,0.3,0.19,0.21,0.043,22.2,7.61,7.85,100,0,0
111,UA_443,culvert,culvert,up,111culvertU,T5,NA,NA,95,5,0,0,5,1.666666667,2.5,2.5,0.18,0.44,0.22,0.28,NA,NA,NA,NA,90,0,10
111,UA_443,culvert,culvert,up,111culvertU,T6,301.9,5.04,85,15,0,0,15,5,1.55,2.67,0.17,0.28,0,0.15,0.044,22.4,7.35,7.82,90,0,10
112,UA_479,culvert,culvert,up,112culvertU,T0,365.3,4.94,30,35,20,15,70,23.33333333,1.47,2.35,0,0.32,0.07,0.13,0.023,15.5,8.44,8.2,NA,NA,NA
112,UA_479,culvert,culvert,up,112culvertU,T1,NA,NA,20,30,35,15,80,26.66666667,0.7,1.83,0,0.11,0.5,0.203,NA,NA,NA,NA,50,35,15
112,UA_479,culvert,culvert,up,112culvertU,T2,366.1,4.3,20,40,25,15,80,26.66666667,2.1,2.9,0.1,0.2,0.07,0.123,0.011,14.7,6.64,7.98,50,40,10
112,UA_479,culvert,culvert,up,112culvertU,T3,NA,NA,45,55,0,0,55,18.33333333,1.83,1.85,0.08,0.37,0.08,0.34,NA,NA,NA,NA,55,35,10
112,UA_479,culvert,culvert,up,112culvertU,T4,368.6,4.13,70,30,0,0,30,10,1.86,2.25,0.25,0.3,0.61,0.387,0.01,15,6.8,7.89,65,30,5
112,UA_479,culvert,culvert,up,112culvertU,T5,NA,NA,65,35,0,0,35,11.66666667,1.5,3.2,0,0.9,0.13,0.343,NA,NA,NA,NA,70,20,10
112,UA_479,culvert,culvert,up,112culvertU,T6,371.5,4.43,50,35,15,0,50,16.66666667,0.42,1.4,0.11,0.09,0.03,0.077,0.013,15.3,6.17,8.02,60,30,10
118,UA_428,culvert,culvert,up,118culvertU,T0,386.4,6.15,80,0,20,0,20,6.666666667,1.01,2.2,0,0.12,0,0.13,0.103,16.9,9.23,8.2,NA,NA,NA
118,UA_428,culvert,culvert,up,118culvertU,T1,NA,NA,100,0,0,0,0,0,1.01,2.2,0,0.21,0.11,0.107,NA,NA,NA,NA,60,10,30
118,UA_428,culvert,culvert,up,118culvertU,T2,386.4,6.01,100,0,0,0,0,0,0.94,1.45,0,0.06,0.02,0.027,0.012,16.8,9.29,8.14,75,15,5
118,UA_428,culvert,culvert,up,118culvertU,T3,NA,NA,100,0,0,0,0,0,0.5,1.18,0,0.08,0.03,0.13,NA,NA,NA,NA,80,10,10
118,UA_428,culvert,culvert,up,118culvertU,T4,385.1,5.87,100,0,0,0,0,0,1.82,2.03,0,0.03,0.11,0.32,0.006,18.2,9.31,8.6,55,25,20
118,UA_428,culvert,culvert,up,118culvertU,T5,NA,NA,100,0,0,0,0,0,1.2,2.3,0,0.06,0.02,0.13,NA,NA,NA,NA,30,40,30
118,UA_428,culvert,culvert,up,118culvertU,T6,381.6,5.64,100,0,0,0,0,0,1.1,2.13,0.1,0.06,0.07,0.24,0.01,12.1,9.61,8.62,45,15,40
105,UA_385,dbridge,bridge,up,105bridgeU,T0,229.4,2.74,10,10,30,40,80,26.66666667,5.1,6.21,0.13,0.23,0.04,0.133,0.222,15.9,9.13,8.12,NA,NA,NA
105,UA_385,dbridge,bridge,up,105bridgeU,T1,NA,NA,20,15,50,15,80,26.66666667,3.61,5.82,0.46,0.2,0,0.22,NA,NA,NA,NA,20,40,40
105,UA_385,dbridge,bridge,up,105bridgeU,T2,228.1,2.2,35,40,25,0,65,21.66666667,5.11,5.48,0.18,0.32,0.17,0.223,0.43,17.7,9.01,8.1,50,25,25
105,UA_385,dbridge,bridge,up,105bridgeU,T3,NA,NA,40,35,25,0,60,20,5.48,7.21,0.27,0.16,0,0.143,NA,NA,NA,NA,30,40,30
105,UA_385,dbridge,bridge,up,105bridgeU,T4,230.4,2.91,20,45,30,5,80,26.66666667,3.69,4.93,0.11,0.2,0.21,0.173,0.11,15.5,9.22,8.11,40,35,25
105,UA_385,dbridge,bridge,up,105bridgeU,T5,NA,NA,70,30,0,0,30,10,5,6.5,0.81,0.32,0.15,0.427,NA,NA,NA,NA,60,20,20
105,UA_385,dbridge,bridge,up,105bridgeU,T6,227.3,2.88,50,25,25,0,50,16.66666667,6.11,7.58,0.17,0.39,0.23,0.263,0.388,15.7,9.06,8.11,50,25,25
107,UA_442,dbridge,bridge,up,107bridgeU,T0,285.3,1.5,20,45,45,0,90,30,1.91,4.66,0.2,0.13,0,0.11,0.16,10.4,10.91,8.57,NA,NA,NA
107,UA_442,dbridge,bridge,up,107bridgeU,T1,NA,NA,10,45,45,0,90,30,2.25,4.2,0,0.2,0,0.067,NA,NA,NA,NA,30,30,40
107,UA_442,dbridge,bridge,up,107bridgeU,T2,288.4,1.91,55,55,0,10,65,21.66666667,4.1,4.6,0.25,0.04,0.17,0.153,0.18,10.4,10.89,8.58,20,40,40
107,UA_442,dbridge,bridge,up,107bridgeU,T3,NA,NA,30,45,25,0,70,23.33333333,4.9,5.67,0.07,0.12,0,0.063,NA,NA,NA,NA,15,35,50
107,UA_442,dbridge,bridge,up,107bridgeU,T4,285.2,1.43,35,25,30,10,65,21.66666667,2.2,3.41,0,0.23,0.1,0.11,0.171,10.3,10.93,8.59,20,40,40
107,UA_442,dbridge,bridge,up,107bridgeU,T5,NA,NA,45,25,30,10,65,21.66666667,2.3,4.5,0,0.18,0.19,0.123,NA,NA,NA,NA,20,45,35
107,UA_442,dbridge,bridge,up,107bridgeU,T6,285.7,1.42,15,40,45,0,85,28.33333333,2.5,4.5,0,0.13,0.14,0.09,0.159,10.3,10.96,8.6,25,40,35
126,UA_154,dbridge,bridge,up,126bridgeU,T0,264.9,1.63,40,10,35,15,60,20,2.13,3.67,0.08,0.13,0.04,0.083,0.124,12.2,10.8,8.6,NA,NA,NA
126,UA_154,dbridge,bridge,up,126bridgeU,T1,NA,NA,30,20,30,20,70,23.33333333,1.17,4.4,0,0,0.1,0.31,NA,NA,NA,NA,20,40,40
126,UA_154,dbridge,bridge,up,126bridgeU,T2,263.4,1.4,25,35,35,5,75,25,2.3,3.78,0.17,0.06,0.04,0.09,0.102,12.2,10.82,8.62,40,30,30
126,UA_154,dbridge,bridge,up,126bridgeU,T3,NA,NA,40,20,40,0,60,20,2.08,3.47,0.13,0.11,0.03,0.09,NA,NA,NA,NA,60,25,15
126,UA_154,dbridge,bridge,up,126bridgeU,T4,268.9,1.29,20,45,35,0,80,26.66666667,2.3,3.42,0,0.06,0.02,0.027,0.173,12.1,10.8,8.6,20,35,45
126,UA_154,dbridge,bridge,up,126bridgeU,T5,NA,NA,40,40,20,0,60,20,2.06,2.86,0.12,0.21,0.03,0.12,NA,NA,NA,NA,30,20,50
126,UA_154,dbridge,bridge,up,126bridgeU,T6,265.1,1.2,20,50,20,10,80,26.66666667,1.62,2.9,0.09,0.1,0.08,0.09,0.2,12.1,10.7,8.62,30,40,30
127,UA_359,dbridge,bridge,up,127bridgeU,T0,210.9,2.21,15,35,35,15,85,28.33333333,1.96,2.31,0.16,0.11,0.02,0.098,0.227,13.6,9.89,8.6,NA,NA,NA
127,UA_359,dbridge,bridge,up,127bridgeU,T1,NA,NA,25,15,20,40,75,25,0.87,3.19,0.13,0.12,0,0.083,NA,NA,NA,NA,20,50,30
127,UA_359,dbridge,bridge,up,127bridgeU,T2,210.3,2.1,40,25,15,20,60,20,0.69,3.43,0.12,0.2,0.16,0.16,0.195,13.9,9.36,8.62,35,40,25
127,UA_359,dbridge,bridge,up,127bridgeU,T3,NA,NA,20,20,15,45,80,26.66666667,1.39,2.34,0.06,0.19,0.12,0.123,NA,NA,NA,NA,35,40,25
127,UA_359,dbridge,bridge,up,127bridgeU,T4,209.1,2.08,20,15,30,35,80,26.66666667,1.42,5.9,0.14,0.22,0.13,0.163,0.165,13.6,9.34,8.61,10,50,40
127,UA_359,dbridge,bridge,up,127bridgeU,T5,NA,NA,25,20,25,30,75,25,1.3,6.42,0.2,0.31,0.09,0.3,NA,NA,NA,NA,30,30,40
127,UA_359,dbridge,bridge,up,127bridgeU,T6,210.3,2.16,20,20,30,30,80,26.66666667,2.01,5.23,0,0.06,0.21,0.09,0.213,14.1,9.31,8.62,35,35,30
128,UA_357,dbridge,bridge,up,128bridgeU,T0,236.9,3,15,25,30,30,85,28.33333333,1.72,2.92,0.03,0.12,0.06,0.07,0.167,11,10.1,8.4,NA,NA,NA
128,UA_357,dbridge,bridge,up,128bridgeU,T1,NA,NA,20,25,40,15,80,26.66666667,2.2,2.95,0.04,0.1,0,0.047,NA,NA,NA,NA,35,45,20
128,UA_357,dbridge,bridge,up,128bridgeU,T2,237.4,3.15,30,35,35,0,70,23.33333333,1.8,4.5,0.08,0.08,0.04,0.067,0.217,11.1,10.09,8.42,40,35,25
128,UA_357,dbridge,bridge,up,128bridgeU,T3,NA,NA,50,30,20,0,50,16.66666667,1.45,3.55,0.12,0.08,0,0.067,NA,NA,NA,NA,45,30,25
128,UA_357,dbridge,bridge,up,128bridgeU,T4,240.4,3.21,45,35,20,0,55,18.33333333,2.2,2.65,0.01,0.08,0.12,0.07,0.14,11.2,10.01,8.67,45,35,20
128,UA_357,dbridge,bridge,up,128bridgeU,T5,NA,NA,30,40,30,0,70,23.33333333,1.96,2.9,0.04,0.1,0.2,0.113,NA,NA,NA,NA,45,30,25
128,UA_357,dbridge,bridge,up,128bridgeU,T6,244,3.01,30,40,20,10,70,23.33333333,2.01,3.12,0.06,0.09,0.6,0.25,0.204,11,10.68,8.4,20,60,20
129,UA_398,dbridge,bridge,up,129bridgeU,T0,392.3,3.42,30,50,20,0,70,23.33333333,1.42,3.01,0.31,0.17,0.08,0.187,0.076,12.1,8.91,8.4,NA,NA,NA
