"","SER","xingTYPE","LOC","mWET","sdWET","mBANK","sdBANK","mDEPTH","sdDEPTH","mVELO","sdVELO","mTEMP","sdTEMP","mDO","sdDO","mPH","sdPH","mCOND","sdCOND","mTURBID","sdTURBID","mFINES","sdFINES","mROCK","sdROCK","mPOOL","sdPOOL","mRIFF","sdRIFF","mRUN","sdRUN"
"1",101,"culvert","up",3.79857142857143,0.662606685030885,6.92857142857143,1.73080355684317,0.237857142857143,0.0654610025675047,0.164,0.0358050275799363,19.725,0.170782512765993,7.5,0.114309521329882,8.33,0.0163299316185542,209.125,5.39158294628458,4.4375,0.91532781013143,48.5714285714286,21.7398033022161,51.4285714285714,21.7398033022161,54.1666666666667,20.8366664000427,11.6666666666667,4.08248290463863,27.5,9.87420882906575
"2",101,"culvert","zdown",3.54,0.917296753146621,8.48714285714286,2.39742024049264,0.221857142857143,0.112294892391163,0.08025,0.0241574695142793,19.075,0.55,8.23,0.129357386079548,8.375,0.0129099444873587,211.3,3.39116499156263,11.685,3.03637393393282,43.5714285714286,14.638501094228,56.4285714285714,14.638501094228,30,16.1245154965971,25,13.0384048104053,33.3333333333333,12.5166555703457
"3",102,"culvert","up",4.09428571428571,0.574655176108744,5.22142857142857,0.76152103432163,0.355285714285714,0.187834780490475,0.09075,0.0111766124861993,18.875,0.287228132326901,7.24,0.114600756251141,7.9275,0.0262995563967658,144.65,2.70616579930596,4.33,0.200499376557634,61.4285714285714,40.8976655521932,38.5714285714286,40.8976655521932,62.5,14.0534693225552,13.3333333333333,4.08248290463863,24.1666666666667,12.8127540625217
"4",102,"culvert","zdown",3.55142857142857,1.58782270810722,5.20571428571429,0.753743040716511,0.180428571428571,0.0752835908257506,0.08225,0.00935859676091097,17.725,0.607590871118607,8.605,0.186993761036743,8.115,0.0300000000000002,142.75,2.2722969289539,7.3525,0.734183219639348,49.2857142857143,24.226117351007,55,28.4312035153866,43.3333333333333,11.6904519445001,22.5,10.3682206766639,27.5,10.8397416943394
"5",103,"culvert","up",2.79142857142857,0.534678363486828,3.73428571428571,1.02695110469222,0.381857142857143,0.168683558348592,0.1245,0.0646658075544307,19.6,0.605530070819499,7.43,0.251263473933903,7.905,0.0299999999999999,273.4,2.46170672501823,11.35,0.313155978174882,92.8571428571429,8.09173593712687,7.85714285714286,8.09173593712687,74.1666666666667,13.9343699773857,10,11.4017542509914,15.8333333333333,3.7638632635454
"6",103,"culvert","zdown",2.46,0.452143045211726,3.99428571428571,0.940954429340358,0.193428571428571,0.127130978578338,0.1735,0.0904894100618041,17.925,0.618465843842649,8.735,0.593099204742905,8.145,0.147082743152735,271.025,2.05324945716132,11.2525,0.614566242700221,41.4285714285714,13.1384568203061,58.5714285714286,13.1384568203061,48.3333333333333,14.3759057685652,20,7.07106781186548,32.5,8.21583836257749
"7",104,"culvert","up",1.62857142857143,0.286264945544541,1.93142857142857,0.503369598188997,0.243857142857143,0.0875831577634052,0.09875,0.0167804449682758,18.6,0.216024689946928,7.185,0.108781125813871,7.7325,0.0718215380880508,171.125,0.921502396451945,1.155,0.0759385716659634,76.4285714285714,26.254251356413,23.5714285714286,26.254251356413,85,8.36660026534076,1.66666666666667,2.58198889747161,13.3333333333333,7.52772652709081
"8",104,"culvert","zdown",1.69142857142857,0.503170897788169,2.44857142857143,0.450460082265106,0.195571428571429,0.120754374859129,0.0945,0.0198074060223274,17.15,0.838649708360608,7.195,0.107238052947636,7.8075,0.0249999999999999,188.8,2.64323034687987,1.6775,0.563582292127778,46.4285714285714,17.4914945316969,53.5714285714286,17.4914945316969,35.8333333333333,12.8127540625217,23.3333333333333,8.16496580927726,30,5.47722557505166
"9",105,"dbridge","up",4.87142857142857,0.914429304200687,6.24714285714286,0.937616024566458,0.226,0.100134908997812,0.2875,0.148551898899565,16.2,1.01324561023804,9.105,0.0911043357914433,8.11,0.00816496580927709,228.8,1.3735598518691,2.6825,0.330088372005639,35,20.6155281280883,63.5714285714286,18.8667003196738,41.6666666666667,14.7196014438797,30.8333333333333,8.61200712184254,27.5,6.89202437604511
"10",105,"dbridge","zdown",4.65285714285714,0.970218433922902,5.89428571428571,0.831622052434421,0.185285714285714,0.0489105110915649,0.27925,0.0754381645234471,15.975,0.0957427107756342,9.3575,0.0822090830342565,8.165,0.0556776436283004,231.35,0.759385716659633,3.4025,0.578583039272094,30.7142857142857,8.38081709847526,82.1428571428571,8.59124692984225,22.5,11.7260393995586,45.8333333333333,15.3025052415174,31.6666666666667,9.83192080250175
"11",106,"culvert","up",1.95142857142857,0.447155027979804,3.25428571428571,0.735455802951638,0.172857142857143,0.0419182878603463,0.07075,0.020758532382292,9.925,0.492442890089806,10.6675,0.105316981853198,8.425,0.0191485421551264,216.5,1.56418242755335,1.6275,0.251313217585811,52.1428571428571,23.7797432802835,47.8571428571429,23.7797432802835,48.3333333333333,6.83130051063973,25.8333333333333,9.70395108533976,25.8333333333333,8.61200712184254
"12",106,"culvert","zdown",3.03142857142857,0.740099735878631,4.06571428571429,1.09338704862242,0.108857142857143,0.040391536124245,0.036,0.0330454232837166,9.5,0.0816496580927723,11,0.160831174424197,8.44,0.0424264068711928,228.5,2.25240612087015,2.255,0.262361074348565,30.7142857142857,16.1834718742537,69.2857142857143,16.1834718742537,39.1666666666667,7.35980072193987,33.3333333333333,6.05530070819498,27.5,4.18330013267038
"13",107,"dbridge","up",2.88,1.14380942468577,4.50571428571429,0.6686268800773,0.102285714285714,0.0317789987555423,0.1675,0.0099498743710662,10.35,0.0577350269189624,10.9225,0.0298607881119483,8.585,0.0129099444873578,286.15,1.51547572288923,1.565,0.232737334062816,30,16.3299316185545,75.7142857142857,12.0514768903274,21.6666666666667,5.16397779494322,38.3333333333333,5.16397779494322,40,5.47722557505166
"14",107,"dbridge","zdown",3.11428571428571,0.867829805565914,4.12857142857143,0.477124322423013,0.153,0.0732438848414437,0.1975,0.00850490054811538,10.425,0.0499999999999998,10.8325,0.0736545993132816,8.565,0.00577350269189613,284.9,3.45350063944785,1.8175,0.298147055438531,37.1428571428571,6.98638131005772,62.8571428571429,6.98638131005772,25,8.94427190999916,35,10.4880884817015,40,3.16227766016838
"15",108,"culvert","up",2.84285714285714,0.727775475580995,4.38428571428571,1.1682159780745,0.294285714285714,0.135013226865265,0.1515,0.033570820663189,12.525,0.206155281280883,10.0425,0.226034658109474,8.48,0,270.05,1.12694276695847,3.79,0.317385149831137,47.1428571428571,14.0999831138028,52.8571428571429,14.0999831138028,49.1666666666667,10.2062072615966,26.6666666666667,7.52772652709081,24.1666666666667,6.64580067912563
"16",108,"culvert","zdown",3.25857142857143,1.05972368366206,5.20428571428571,0.787059022413126,0.197142857142857,0.0688946746162299,0.1555,0.0576917093986071,11.25,0.173205080756888,10.2825,0.0953502316025856,8.4825,0.0206155281280879,270.1,1.20830459735946,6.0125,0.870454861935222,40.7142857142857,14.8404209926166,59.2857142857143,14.8404209926166,43.3333333333333,7.52772652709081,22.5,4.18330013267038,34.1666666666667,8.61200712184254
"17",109,"culvert","up",2.64857142857143,0.704211818783444,4.67571428571429,1.11992346677287,0.266714285714286,0.108036589921678,0.13775,0.0514935271013099,16.225,0.0957427107756336,8.535,0.323573793747268,7.885,0.066583281184794,194.325,7.14906753826446,1.65,0.0734846922834953,70.7142857142857,17.4233013109292,29.2857142857143,17.4233013109292,50,13.0384048104053,25,8.36660026534076,25,8.36660026534076
"18",109,"culvert","zdown",2.35,0.652942059706168,5.43714285714286,2.51903231609358,0.232,0.0837555968279135,0.142,0.0664479746368039,14.9,0,9.2775,0.11842719282327,8.105,0.0994987437106624,200.075,1.69975488428969,2.5,0.373273804777851,34.2857142857143,9.32227235735804,65.7142857142857,9.32227235735804,45.8333333333333,8.61200712184254,20.8333333333333,11.5830335692627,34.1666666666667,11.5830335692627
"19",110,"culvert","up",2.62142857142857,0.911197537519144,5.68571428571429,2.27968460642298,0.243,0.331128373897496,0.2175,0.0772118298362801,12.65,0.208166599946613,9.745,0.100829889748361,8.2025,0.0359397644214132,155.3,0.82865352631041,3.495,0.21439838307848,27.8571428571429,6.36209010280352,72.1428571428571,6.36209010280352,33.3333333333333,15.3839743456191,41.6666666666667,21.6024689946929,25,10.9544511501033
"20",110,"culvert","zdown",2.84428571428571,1.25388539006903,3.55571428571429,1.13734862938411,0.117857142857143,0.0856863049567599,0.18425,0.0622488286369042,11.65,0.208166599946613,9.8825,0.078049129826454,8.235,0.0264575131106461,156.725,2.37399101374317,3.155,0.584836159392811,36.4285714285714,19.0862703084106,63.5714285714286,19.0862703084106,28.3333333333333,11.2546286774228,39.1666666666667,12.4163870214594,34.1666666666667,4.91596040125088
"21",111,"culvert","up",1.83857142857143,0.482922649825296,2.11,0.572159651379461,0.200142857142857,0.0453263299912555,0.05525,0.0137931142241337,21.875,0.573730482601949,7.645,0.327973576171414,7.845,0.0173205080756887,301.4575,0.974623859069052,4.945,0.0704745817062199,88.5714285714286,8.99735410842437,11.4285714285714,8.99735410842437,91.6666666666667,5.16397779494322,1.66666666666667,4.08248290463863,6.66666666666667,4.08248290463863
"22",111,"culvert","zdown",2.04571428571429,0.549449941391605,1.86714285714286,0.572995470770764,0.282285714285714,0.151743988662609,0.27825,0.375993240187462,17.95,0.33166247903554,8.6425,0.348938867616282,7.89,0.104880884817015,295.675,4.03846092796089,5.305,0.140593978059754,51.4285714285714,18.8667003196738,48.5714285714286,18.8667003196738,42.5,14.0534693225552,21.6666666666667,6.83130051063973,35.8333333333333,15.6258333111123
"23",112,"culvert","up",1.41142857142857,0.625950705498672,2.25428571428571,0.631634312527355,0.229,0.125895459277397,0.01425,0.00596517672272443,15.125,0.35,7.0125,0.988513193302615,8.0225,0.130224165704117,367.875,2.79568119307858,4.45,0.348998567332303,42.8571428571429,20.3832330722138,57.1428571428571,20.3832330722138,58.3333333333333,8.16496580927726,31.6666666666667,6.83130051063973,10,3.16227766016838
"24",112,"culvert","zdown",2.16857142857143,2.16436617797935,3.13,1.96332201468158,0.133,0.136089431380006,0.01575,0.00585234995535981,15.925,0.518812747209112,9.35,0.285773803324704,8.265,0.0435889894354067,369.875,15.2329412786894,6.0925,0.177270979012359,63.5714285714286,25.4483604112141,36.4285714285714,25.4483604112141,52.5,10.8397416943394,37.5,6.12372435695795,10,8.36660026534076
"25",118,"culvert","up",1.08285714285714,0.393307101627311,1.92714285714286,0.433117162198032,0.154857142857143,0.0957539008281622,0.03275,0.0468997157063167,16,2.67706306736817,9.36,0.170098010962307,8.39,0.255342906696074,384.875,2.26770809408969,5.9175,0.217466472511665,97.1428571428571,7.55928946018454,2.85714285714286,7.55928946018454,57.5,18.6413518823072,19.1666666666667,11.5830335692627,22.5,13.3229125944742
"26",118,"culvert","zdown",0.825714285714286,0.189724110474231,2.10857142857143,0.313551089480304,0.197,0.086102651914251,0.04375,0.0576620903771851,16.7333333333333,0.152752523165193,10.46,0.331360830515618,8.48333333333333,0.262741951985848,378.9,1.73205080756888,12.7525,0.592023366655968,41.4285714285714,27.9455252402309,58.5714285714286,27.9455252402309,25,6.32455532033676,57.5,6.89202437604511,17.5,5.24404424085076
"27",126,"dbridge","up",1.95142857142857,0.413054821681439,3.5,0.531381846384186,0.115714285714286,0.090082766175916,0.14975,0.0447539569945124,12.15,0.0577350269189624,10.78,0.054160256030907,8.61,0.0115470053837923,265.575,2.34289706702336,1.38,0.185652004208591,30.7142857142857,9.32227235735804,69.2857142857143,9.32227235735804,33.3333333333333,15.0554530541816,31.6666666666667,8.16496580927726,35,12.6491106406735
"28",126,"dbridge","zdown",2.37714285714286,0.619104576134336,3.13857142857143,0.364025116872841,0.0672857142857143,0.0238447358670929,0.20475,0.0428203612004071,12.125,0.0499999999999998,10.73,0.0605530070819501,8.6225,0.0125830573921185,262.925,2.62345192446896,3.315,0.537742193496722,37.1428571428571,9.94029797388005,62.8571428571429,9.94029797388005,32.5,6.12372435695795,35,6.32455532033676,32.5,10.3682206766639
"29",127,"dbridge","up",1.37714285714286,0.496243028018674,4.11714285714286,1.70665085558152,0.145285714285714,0.0754270382239558,0.2,0.0267581763205193,13.8,0.244948974278318,9.475,0.277428669511042,8.6125,0.00957427107756318,210.15,0.754983443527081,2.1375,0.0590903263374528,23.5714285714286,8.01783725737273,76.4285714285714,8.01783725737273,27.5,10.3682206766639,40.8333333333333,8.01040989379861,31.6666666666667,6.83130051063973
"30",127,"dbridge","zdown",1.43571428571429,0.463819546190726,4.03571428571429,1.39032199079754,0.131,0.0253640165063291,0.23675,0.129949669744354,13.45,0.31091263510296,9.845,0.100829889748361,8.6125,0.0170782512765996,209.35,0.85829287930558,3.7125,0.0670198975429436,31.4285714285714,9.44911182523068,67.1428571428571,12.1987509118567,35,6.32455532033676,44.1666666666667,4.91596040125088,20.8333333333333,6.64580067912563
"31",128,"dbridge","up",1.90571428571429,0.270915555284738,3.22714285714286,0.625452217351954,0.0977142857142857,0.0700231254318036,0.182,0.0351093529798922,11.075,0.0957427107756335,10.22,0.309300285590988,8.4725,0.132003787824441,239.675,3.27146756059112,3.0925,0.104043260233424,31.4285714285714,12.4880895637556,68.5714285714286,12.4880895637556,38.3333333333333,9.83192080250175,39.1666666666667,11.5830335692627,22.5,2.73861278752583
"32",128,"dbridge","zdown",1.73571428571429,0.472435432726249,3.3,0.306811559973436,0.051,0.0152643375224738,0.15,0.050616202939375,11.075,0.386221007541882,10.4475,0.151739909054935,8.5725,0.286865241300975,235.75,2.01411684533611,4.575,0.0675771164423777,32.8571428571429,5.66946709513841,67.1428571428571,5.66946709513841,40,8.16496580927726,40.7142857142857,7.319250547114,19.2857142857143,7.319250547114
"33",129,"dbridge","up",1.74571428571429,0.452395739106708,2.41,0.498731724811379,0.0795714285714286,0.0536092564857262,0.09225,0.0203695033485519,12.1,0.0816496580927723,8.585,0.254099717958652,8.405,0.00999999999999979,315.225,51.4025534385209,3.2875,0.117579760163048,30.7142857142857,5.34522483824849,69.2857142857143,5.34522483824849,39.1666666666667,3.7638632635454,30.8333333333333,5.84522597225006,30,5.47722557505166
"34",129,"dbridge","zdown",1.52142857142857,0.330526275880782,2.12285714285714,0.364175520214923,0.203142857142857,0.243230637167983,0.09125,0.0498756787756651,12.325,0.170782512765993,8.7725,0.10688779163216,8.71,0.0141421356237315,365.7,50.736114685038,4.65,0.256255081250434,43.5714285714286,9.44911182523068,56.4285714285714,9.44911182523068,39.2857142857143,5.34522483824849,31.4285714285714,7.48013241543096,29.2857142857143,9.75900072948533
"35",130,"dbridge","up",2.00428571428571,0.240614293206447,4.02714285714286,0.38269719473383,0.256714285714286,0.193714320831574,0.2585,0.0477318901085357,12.35,0.506622805119022,9.9575,0.0505799696849782,8.7025,0.0298607881119485,210.375,1.63375844807813,4.5975,0.0613052471924984,33.5714285714286,6.90065559342354,69.2857142857143,8.86405260427918,30.8333333333333,10.6848802832164,34.1666666666667,8.61200712184254,35,14.4913767461894
"36",130,"dbridge","zdown",1.86142857142857,0.271994397701409,4.00571428571429,0.380869931553942,0.118571428571429,0.0481693441338546,0.4325,0.285949296204764,13.175,0.15,9.7125,0.132003787824441,8.71,0.0141421356237315,210.9275,0.481343605615224,5.34,0.101324561023804,41.4285714285714,7.48013241543096,58.5714285714286,7.48013241543096,21.6666666666667,5.16397779494322,37.5,5.24404424085076,40.8333333333333,2.04124145231932
"37",131,"dbridge","up",1.54571428571429,0.303691572863936,3.73285714285714,0.564969447130087,0.0898571428571429,0.028539029249016,0.1785,0.0110905365064094,10.5,1.73397424048533,11.4475,0.153487241597904,8.715,0.0191485421551273,288.65,2.10158670215308,1.7,0.204124145231932,25,10,75,10,34.1666666666667,6.64580067912563,29.1666666666667,6.64580067912563,36.6666666666667,8.16496580927726
"38",131,"dbridge","zdown",1.74714285714286,0.262088680012083,3.79,0.332565782966318,0.0775714285714286,0.0357857380477062,0.17625,0.0375621706862991,13.175,0.15,11.545,0.490883557136177,8.5825,0.235425147339871,290.025,0.49916597106239,1.9125,0.0561990510002912,37.1428571428571,9.51189731211342,62.8571428571429,9.51189731211342,42.5,7.58287544405155,28.3333333333333,6.05530070819498,29.1666666666667,4.91596040125088
"39",132,"dbridge","up",3.39571428571429,0.73875699980569,5.66142857142857,1.84303579791087,0.152714285714286,0.0765565461727785,0.16875,0.020822663934601,13.3,0.081649658092773,9.3875,0.745536719417629,8.325,0.0750555349946515,211,1.45373083249044,4.65,0.3,35,9.12870929175277,65,9.12870929175277,30,7.07106781186548,40.8333333333333,12.8127540625217,29.1666666666667,11.5830335692627
"40",132,"dbridge","zdown",3.77142857142857,1.24460741563258,5.95142857142857,1.85555408231098,0.132428571428571,0.0773387723867254,0.19,0.0135646599662505,13.775,0.298607881119482,9.9675,0.469991134668162,8.3525,0.083815273071201,211.825,0.987842767515822,6.3725,0.037749172176354,46.4285714285714,15.4688627340769,53.5714285714286,15.4688627340769,25.8333333333333,8.01040989379861,47.5,12.9421791055448,26.6666666666667,9.83192080250175
"41",133,"dbridge","up",3.08285714285714,0.583515617777687,5.12,1.47562416172502,0.122142857142857,0.106890019134044,0.1365,0.0259807621135332,11.2,0.14142135623731,8.7775,0.0579511288357126,8.2825,0.0350000000000001,117.9,3.37243729865113,1.155,0.133291660154215,20.7142857142857,14.2678459681701,79.2857142857143,14.2678459681701,40,4.47213595499958,30,9.48683298050514,30,7.07106781186548
"42",133,"dbridge","zdown",2.81428571428571,0.851329492477445,7.11428571428571,2.23415052568724,0.0818571428571429,0.0556160305770095,0.12075,0.0183007285829463,11,0.141421356237309,9.17,0.0258198889747156,8.2225,0.299596951475367,120.2,3.83057872041984,1.245,0.33131052906098,35.7142857142857,5.34522483824849,65.7142857142857,3.45032779671177,31.6666666666667,6.83130051063973,27.5,2.73861278752583,40.8333333333333,8.01040989379861
"43",134,"dbridge","up",1.1,0.0905538513813742,1.15,0.107082522694727,0.136714285714286,0.058579616152476,0.08825,0.0209503381038748,16.35,3.49714169000914,7.8425,0.779417517551836,7.8475,0.0330403793359985,239.275,0.262995563967657,4.19,0.103279555898864,45.7142857142857,4.49867705421219,54.2857142857143,4.49867705421219,35,4.47213595499958,18.3333333333333,2.58198889747161,46.6666666666667,5.16397779494322
"44",134,"dbridge","zdown",0.992857142857143,0.161937671725295,1.13714285714286,0.0756558624549976,0.125714285714286,0.0311058102059957,0.0905,0.0108781125813871,12.425,2.98370574956714,8.9,0.148772757362809,7.995,0.0732575365861199,238.975,0.767571929311305,4.475,0.193649167310371,47.1428571428571,6.36209010280352,52.8571428571429,6.36209010280352,31.6666666666667,6.83130051063973,38.3333333333333,11.6904519445001,30,9.48683298050514
"45",136,"ref","up",2.64,0.32124756808418,4.34571428571429,0.328981111051336,0.073,0.039293765408777,0.0965,0.0190700463205171,9.4,0.216024689946929,11.4525,0.215,8.555,0.0341565025531988,293.2,50.2060421330607,1.07,0.0697614984548545,25.7142857142857,6.07492896293956,74.2857142857143,6.07492896293956,32.5,8.21583836257749,40.8333333333333,13.1972219298861,26.6666666666667,9.30949336251263
"46",136,"ref","zdown",2.00857142857143,0.769273002503632,4.09,0.571664237118258,0.0642857142857143,0.0231927739156997,0.11025,0.0410639744788543,9.55,0.0577350269189624,11.5125,0.242813371405558,8.55,0.0336650164612071,318.225,1.20657918651587,1.3525,0.0699404508611909,21.4285714285714,4.75594865605671,78.5714285714286,4.75594865605671,38.3333333333333,10.8012344973464,36.6666666666667,14.3759057685652,25,10.4880884817015
"47",137,"ref","up",3.23,0.886622805932714,8.18285714285714,1.93523223658656,0.102428571428571,0.0375626460856045,0.297,0.415951118923045,11.375,0.0499999999999998,10.395,0.19672315572906,8.4475,0.219753649950727,229.9,0.697614984548545,4.6475,0.163375844807813,21.4285714285714,9.88023520059354,78.5714285714286,9.88023520059354,27.5,5.24404424085076,38.3333333333333,5.16397779494322,34.1666666666667,8.01040989379861
"48",137,"ref","zdown",3.373,0.580212317460887,7.87285714285714,1.77453011889264,0.0795714285714286,0.0164606312440435,0.071,0.0146287388383278,11.575,0.556027577253743,10.3175,0.324384031666172,8.65,0.137113092008021,231.925,0.623832242407097,4.255,0.0885061203156783,22.8571428571429,9.51189731211342,72.8571428571429,11.852265204432,24.1666666666667,5.84522597225006,39.1666666666667,8.01040989379861,36.6666666666667,2.58198889747161
"49",138,"ref","up",1.56714285714286,0.560853940752085,4.97428571428571,0.484900578911359,0.203285714285714,0.10888176199547,0.12775,0.0382219395984383,12.975,0.0499999999999998,11.48,0.122474487139159,8.6075,0.0125830573921176,361.125,0.75000000000002,6.34,0.296085573216033,17.1428571428571,8.59124692984225,82.8571428571429,8.59124692984225,27.5,6.89202437604511,38.3333333333333,5.16397779494322,34.1666666666667,8.01040989379861
"50",138,"ref","zdown",1.96714285714286,0.471194025348168,5.25428571428571,0.785957105336272,0.192142857142857,0.0700843029772682,0.13925,0.0407952203082665,13.15,0.0577350269189624,11.6325,0.0618465843842652,8.615,0.0129099444873585,353.35,1.5947831618541,5.2925,0.138654246238621,17.8571428571429,7.55928946018454,82.1428571428571,7.55928946018454,26.6666666666667,6.05530070819498,36.6666666666667,5.16397779494322,36.6666666666667,4.08248290463863
"51",139,"ref","up",1.08428571428571,0.559429982001237,6.87571428571429,2.80408545484891,0.0897142857142857,0.026849669679621,0.08775,0.0128160056179763,4.325,0.125830573921179,13.005,0.44977772288098,8.3275,0.0419324854180304,260.925,0.974251849711702,4.0025,0.66203600103519,22.1428571428571,8.09173593712687,77.8571428571429,8.09173593712687,19.1666666666667,3.7638632635454,43.3333333333333,5.16397779494322,37.5,6.89202437604511
"52",139,"ref","zdown",1.18285714285714,0.291073546588847,6.13571428571429,1.86726053478402,0.112714285714286,0.047108789999724,0.0875,0.0203715487874634,4.3,0.0816496580927727,12.9825,0.25643387711715,8.3625,0.0309569593683447,264.925,2.8347545455177,3.2025,0.190328663106743,22.8571428571429,6.36209010280352,77.1428571428571,6.36209010280352,23.3333333333333,6.05530070819498,40,5.47722557505166,36.6666666666667,9.83192080250175
"53",140,"ref","up",2.51285714285714,0.670067516143318,8.98142857142857,1.54190821788489,0.116428571428571,0.0339943972974819,0.68075,0.0250782109941412,9.525,0.0957427107756335,11.64,0.0547722557505164,8.6125,0.0150000000000004,302.35,0.881286937760139,1.02,0.240277617212535,12.8571428571429,5.66946709513841,89.2857142857143,3.45032779671177,7.5,8.21583836257749,50,7.07106781186548,42.5,8.8034084308295
"54",140,"ref","zdown",2.61857142857143,0.983351896515664,9.10428571428571,1.73910759819375,0.0994285714285714,0.0266324184836022,0.6675,0.030259984578097,9.575,0.221735578260835,11.665,0.0591607978309966,8.6275,0.0206155281280887,305.375,1.35246688191124,1.095,0.0506622805119022,10,4.08248290463863,90.7142857142857,3.45032779671177,10,3.16227766016838,45.8333333333333,10.2062072615966,44.1666666666667,10.2062072615966
"55",141,"ref","up",1.84428571428571,0.410481714690482,7.31857142857143,1.04891099990146,0.117571428571429,0.0393736677779162,0.15075,0.0363535876267162,7.2,0.0816496580927727,10.4325,0.069462219947249,8.645,0.0310912635102962,202.675,1.93283039435262,2.8775,0.0953502316025855,24.2857142857143,10.1770048919821,75.7142857142857,10.1770048919821,21.6666666666667,10.3279555898864,44.1666666666667,7.35980072193987,34.1666666666667,5.84522597225006
"56",141,"ref","zdown",1.65428571428571,0.541259553968246,7.93857142857143,2.5851139792501,0.105714285714286,0.0501155806967397,0.15475,0.0355562933951221,7.225,0.0957427107756339,10.385,0.0899999999999998,8.62,0.0141421356237315,211.2,0.840634680861233,2.8675,0.15607156478146,26.4285714285714,8.01783725737273,73.5714285714286,8.01783725737273,20,8.36660026534076,48.3333333333333,5.16397779494322,31.6666666666667,9.30949336251263
"57",142,"ref","up",1.51142857142857,0.65824080121256,3.96571428571429,1.39192740642675,0.131714285714286,0.0508157268494518,0.071,0.0181291661878495,9,0.0816496580927723,8.705,0.19226717521893,8.0575,0.0386221007541884,271,2.53902868567226,3.8125,0.245136016665578,20.7142857142857,4.49867705421219,79.2857142857143,4.49867705421219,35.8333333333333,8.61200712184254,38.3333333333333,14.0237893119751,25.8333333333333,7.35980072193987
"58",142,"ref","zdown",2.29285714285714,1.45233965593124,3.13571428571429,1.55061124660414,0.125571428571429,0.0576999628620826,0.28,0.420533787782464,9.055,0.29,8.68,0.452695629903066,8.02333333333333,0.0115470053837923,271.675,1.71731379388471,3.6925,0.0805708797684788,24.2857142857143,9.75900072948533,75.7142857142857,9.75900072948533,38.3333333333333,10.8012344973464,33.3333333333333,13.2916013582513,27.5,5.24404424085076
"59",143,"ref","up",1.95428571428571,0.536807139261304,2.31714285714286,0.674579233935601,0.0991428571428571,0.0299189381018588,0.05825,0.032968419232148,8.525,0.0499999999999998,12.325,0.25,8.89,0.0163299316185549,182.1,1.56418242755334,5.2025,0.0830160627027482,61.4285714285714,8.52168103246347,38.5714285714286,8.52168103246347,44.1666666666667,17.1512876095839,25.8333333333333,17.7247472948606,30,15.8113883008419
"60",143,"ref","zdown",2.04285714285714,0.531843156256751,2.28285714285714,0.593344034146416,0.112857142857143,0.0225124304287548,0.246,0.376484616772939,8.525,0.0499999999999998,12.25,0.264575131106459,8.7,0.380350715349224,179.05,1.59269164205338,5.575,0.186279360101972,59.2857142857143,12.0514768903274,40.7142857142857,12.0514768903274,42.5,18.907670401189,30.8333333333333,19.3433881899389,26.6666666666667,14.3759057685652
"61",144,"ref","up",2.25,0.325883414736006,2.75857142857143,0.678194381462733,0.333857142857143,0.203012666740632,0.05225,0.00991211380079951,8.6,0,8.135,0.0525991127935322,8.3175,0.0287228132326895,289.55,2.82075639973868,2.85,0.0668331255192113,41.4285714285714,19.0862703084106,58.5714285714286,19.0862703084106,55,6.32455532033676,21.6666666666667,6.83130051063973,23.3333333333333,5.16397779494322
"62",144,"ref","zdown",2.73428571428571,0.514614973964586,2.94857142857143,0.54782687567724,0.376,0.101534887271978,0.064,0.00844590630621329,8.6,0,8.22,0.11916375287813,8.2875,0.0518812747209111,284.975,1.42214626533277,2.7275,0.120104121494643,50.7142857142857,11.7006308336244,49.2857142857143,11.7006308336244,42.5,19.1702895126808,25.8333333333333,15.3025052415174,31.6666666666667,16.0208197875972
"63",145,"ref","up",2.65428571428571,0.799851176633444,7.36571428571429,1.46128775563265,0.133714285714286,0.0475349495484262,0.0375,0.0058022983951764,9.575,0.25,8.485,0.0387298334620742,8.3075,0.0170782512765996,196.85,2.25757982509295,3.2,0.0778888096369862,40,7.07106781186548,60,7.07106781186548,36.6666666666667,4.08248290463863,30,9.48683298050514,33.3333333333333,7.52772652709081
"64",145,"ref","zdown",2.02285714285714,0.686845792632628,7.38,1.56891682379915,0.116714285714286,0.0206213019772781,0.0455,0.00675771164423776,9.525,0.149999999999999,8.45,0.0496655480858376,8.3475,0.0386221007541881,194.475,6.23237514917065,3.52,0.0787400787401181,36.4285714285714,5.56348640264187,63.5714285714286,5.56348640264187,35.8333333333333,7.35980072193987,27.5,5.24404424085076,36.6666666666667,5.16397779494322
"65",146,"ref","up",1.91428571428571,0.315322963687346,2.24571428571429,1.00039754002858,0.319,0.22518214849317,0.05525,0.0109048918686371,9.225,0.0500000000000007,8.515,0.0238047614284765,8.7575,0.00499999999999989,260.525,0.903234926989286,3.47,0.170293863659264,40,6.45497224367903,60,6.45497224367903,31.6666666666667,13.6626010212795,35,14.142135623731,33.3333333333333,10.8012344973464
"66",146,"ref","zdown",1.98714285714286,0.193624575378427,2.02714285714286,0.212502100829951,0.274285714285714,0.142717336351398,0.06125,0.00873212459828649,9.275,0.0500000000000007,8.4075,0.10719919153924,8.7475,0.0262995563967653,254.985,1.1037360795649,3.765,0.137719521734091,38.5714285714286,6.26783170528009,61.4285714285714,6.26783170528009,30,12.2474487139159,36.6666666666667,12.5166555703457,33.3333333333333,4.08248290463863
